"Click Id","Subs Date","Unsubs Date"
18312314,"2024-03-15 05:27:09","2024-03-15 05:30:17"
4830215,"2024-03-15 08:11:55","2024-03-15 08:18:42"
16090315,"2024-03-15 09:27:47","2024-03-15 09:29:05"
20110315,"2024-03-15 09:34:34","2024-03-15 09:41:35"
21070315,"2024-03-15 09:36:46","2024-03-15 09:47:51"
35540315,"2024-03-15 09:56:20","2024-03-15 10:10:10"
7810415,"2024-03-15 10:11:48","2024-03-15 10:14:51"
36970415,"2024-03-15 10:48:21","2024-03-15 10:49:25"
9470515,"2024-03-15 11:11:06","2024-03-15 11:37:20"
29940915,"2024-03-15 15:40:52","2024-03-15 15:49:47"
1670116,"2024-03-16 07:07:54","2024-03-16 07:12:53"
14491115,"2024-03-15 17:28:23","2024-03-15 21:29:09"
23191115,"2024-03-15 17:44:38","2024-03-15 17:45:54"
2811215,"2024-03-15 18:07:20","2024-03-15 19:09:44"
9161215,"2024-03-15 18:30:07","2024-03-15 18:32:04"
12601315,"2024-03-15 19:18:41","2024-03-15 19:19:35"
18731315,"2024-03-15 19:27:30","2024-03-15 19:28:47"
22011315,"2024-03-22 23:36:22","2024-03-22 23:37:25"
1951515,"2024-03-15 21:04:19","2024-03-15 21:33:25"
1921615,"2024-03-15 22:02:22","2024-03-15 22:03:16"
28691615,"2024-03-15 22:26:20","2024-03-15 22:27:27"
57431615,"2024-03-15 22:45:34","2024-03-15 22:46:43"
79741615,"2024-03-15 22:59:50","2024-03-15 23:03:22"
55611715,"2024-03-15 23:37:26","2024-03-15 23:38:52"
61081715,"2024-03-15 23:41:19","2024-03-15 23:45:15"
67451715,"2024-03-16 05:18:41","2024-03-16 14:45:51"
28091815,"2024-03-16 00:21:57","2024-03-16 00:24:01"
42071915,"2024-03-16 01:59:58","2024-03-16 02:00:53"
42371915,"2024-03-16 02:00:30","2024-03-16 02:03:39"
462015,"2024-03-16 02:02:12","2024-03-16 02:04:58"
14452115,"2024-03-16 03:32:57","2024-03-16 03:47:26"
25282215,"2024-03-16 04:37:31","2024-03-16 04:44:15"
29632215,"2024-03-16 04:42:19","2024-03-16 07:09:49"
5842315,"2024-03-16 05:15:36","2024-03-16 05:16:53"
14402315,"2024-03-16 05:30:19","2024-03-16 05:38:55"
19292315,"2024-03-16 05:40:27","2024-03-16 05:41:26"
10660016,"2024-03-16 06:37:24","2024-03-16 06:38:50"
22470216,"2024-03-16 08:50:14","2024-03-16 08:52:51"
23080216,"2024-03-16 08:51:33","2024-03-16 09:22:06"
24800216,"2024-03-16 08:55:29","2024-03-16 09:28:34"
3180316,"2024-03-16 09:06:18","2024-03-16 09:07:23"
23030316,"2024-03-16 09:47:02","2024-03-16 09:58:26"
24930316,"2024-03-16 09:50:54","2024-03-16 09:53:32"
27970316,"2024-03-16 09:56:11","2024-03-16 22:39:00"
39410416,"2024-03-16 10:57:11","2024-03-16 11:32:33"
7030516,"2024-03-16 11:09:24","2024-03-16 11:10:44"
10440516,"2024-03-16 11:14:12","2024-03-16 11:30:53"
3920716,"2024-03-16 13:08:25","2024-03-16 13:19:49"
3640816,"2024-03-16 14:06:44","2024-03-16 14:08:39"
8220816,"2024-03-16 14:17:08","2024-03-16 14:28:44"
21310916,"2024-03-16 15:36:52","2024-03-16 15:38:47"
11961216,"2024-03-16 18:45:08","2024-03-16 18:47:41"
36211316,"2024-03-16 19:59:03","2024-03-16 20:00:35"
9721416,"2024-03-16 20:18:01","2024-03-16 20:22:07"
11971416,"2024-03-16 20:22:08","2024-03-16 20:27:54"
13291416,"2024-03-16 20:23:18","2024-03-16 20:28:18"
17301416,"2024-03-16 20:29:49","2024-03-16 20:32:33"
23031416,"2024-03-16 20:39:16","2024-03-16 20:48:43"
531516,"2024-03-16 21:01:35","2024-03-16 21:05:07"
14231516,"2024-03-16 21:21:08","2024-03-16 21:25:46"
27471616,"2024-03-16 22:29:30","2024-03-16 22:30:08"
29431616,"2024-03-16 22:31:25","2024-03-16 22:34:32"
46381616,"2024-03-16 22:44:54","2024-03-16 22:45:36"
6941716,"2024-03-16 23:06:40","2024-03-16 23:37:13"
7551716,"2024-03-16 23:07:14","2024-03-16 23:09:11"
10901716,"2024-03-16 23:09:39","2024-03-16 23:12:15"
12541716,"2024-03-16 23:11:09","2024-03-16 23:12:17"
62161716,"2024-03-16 23:52:21","2024-03-16 23:53:18"
6891816,"2024-03-17 00:07:33","2024-03-17 00:48:15"
9451916,"2024-03-17 01:12:20","2024-03-17 01:21:30"
11421916,"2024-03-17 01:16:01","2024-03-17 01:28:15"
36581916,"2024-03-17 01:59:58","2024-03-17 04:46:01"
3012016,"2024-03-17 02:08:01","2024-03-17 02:08:58"
9532216,"2024-03-17 04:30:38","2024-03-17 04:34:31"
14992216,"2024-03-22 10:37:51","2024-03-22 10:48:59"
23680422,"2024-03-22 10:37:51","2024-03-22 10:48:59"
20182216,"2024-03-17 04:56:21","2024-03-17 04:58:36"
5722316,"2024-03-17 05:17:46","2024-03-17 05:19:06"
15402316,"2024-03-17 05:45:03","2024-03-17 05:50:52"
13040017,"2024-03-17 06:56:31","2024-03-17 07:00:36"
22640217,"2024-03-17 08:37:31","2024-03-17 08:39:39"
11120317,"2024-03-17 09:25:10","2024-03-17 09:32:40"
17300317,"2024-03-17 09:36:37","2024-03-17 09:39:30"
3160417,"2024-03-17 10:06:34","2024-03-17 10:10:29"
3890417,"2024-03-17 10:08:02","2024-03-17 10:17:20"
23971916,"2024-03-17 12:17:48","2024-03-17 12:38:16"
7800617,"2024-03-17 12:18:45","2024-03-17 12:24:56"
10230617,"2024-03-17 12:24:24","2024-03-17 12:26:38"
17930617,"2024-03-17 12:39:20","2024-03-17 12:40:19"
25440617,"2024-03-17 12:55:51","2024-03-17 13:02:35"
27560617,"2024-03-17 12:59:49","2024-03-17 13:01:16"
27780617,"2024-03-17 13:00:02","2024-03-17 13:01:09"
2300717,"2024-03-17 13:06:22","2024-03-17 13:09:21"
16210717,"2024-03-17 13:38:52","2024-03-17 13:47:22"
24580717,"2024-03-17 13:52:28","2024-03-17 13:53:49"
27070717,"2024-03-17 13:56:28","2024-03-17 13:58:22"
3730817,"2024-03-17 14:07:32","2024-03-17 14:17:37"
4230817,"2024-03-17 14:08:42","2024-03-17 14:12:04"
20070817,"2024-03-17 14:36:15","2024-03-17 14:48:16"
24120817,"2024-03-17 14:43:56","2024-03-17 14:44:55"
27750817,"2024-03-17 14:51:22","2024-03-17 14:52:58"
33060817,"2024-03-17 15:01:04","2024-03-17 15:03:52"
4470917,"2024-03-17 15:09:47","2024-03-17 15:19:09"
9290917,"2024-03-17 15:20:03","2024-03-17 19:35:43"
18410917,"2024-03-17 15:38:50","2024-03-17 15:40:47"
13841017,"2024-03-17 16:27:08","2024-03-17 16:32:40"
4381117,"2024-03-17 17:10:23","2024-03-17 17:10:59"
18631117,"2024-03-17 17:37:41","2024-03-17 17:47:01"
8941217,"2024-03-17 18:31:10","2024-03-17 18:51:54"
3381317,"2024-03-17 19:06:36","2024-03-17 19:08:52"
29391417,"2024-03-17 20:41:41","2024-03-17 20:50:02"
711517,"2024-03-17 21:01:21","2024-03-17 21:02:59"
5341517,"2024-03-17 21:07:48","2024-03-17 21:09:29"
35911517,"2024-03-17 21:46:55","2024-03-17 21:50:45"
43521517,"2024-03-17 21:56:04","2024-03-17 22:06:46"
50921617,"2024-03-17 22:47:16","2024-03-17 22:52:52"
5371717,"2024-03-17 23:05:49","2024-03-17 23:12:05"
6691717,"2024-03-17 23:07:04","2024-03-17 23:09:14"
18381717,"2024-03-17 23:23:41","2024-03-17 23:29:24"
29131717,"2024-03-17 23:26:55","2024-03-17 23:31:39"
45691717,"2024-03-18 08:16:42","2024-03-18 16:36:43"
4830218,"2024-03-18 08:16:42","2024-03-18 16:36:43"
29441817,"2024-03-18 00:30:40","2024-03-18 00:46:11"
45811817,"2024-04-17 23:15:00","2024-04-17 23:17:53"
52411817,"2024-03-18 00:55:41","2024-03-18 00:58:23"
4632117,"2024-03-18 03:14:53","2024-03-18 04:39:57"
692217,"2024-03-18 04:02:21","2024-03-18 04:03:05"
16562217,"2024-03-18 04:47:00","2024-03-18 04:51:06"
17792217,"2024-03-18 04:51:40","2024-03-18 11:12:43"
22252217,"2024-03-18 04:59:34","2024-03-18 05:01:46"
18182317,"2024-03-18 05:56:42","2024-03-18 06:28:30"
2350118,"2024-03-18 07:09:34","2024-03-18 07:11:13"
9110118,"2024-03-18 07:38:08","2024-03-18 07:39:25"
9340118,"2024-03-18 07:39:13","2024-03-18 07:44:34"
1400218,"2024-03-18 08:04:29","2024-03-18 08:07:32"
2000318,"2024-03-18 09:05:14","2024-03-18 09:06:39"
18630318,"2024-03-18 09:47:23","2024-03-18 09:48:23"
22410318,"2024-03-18 09:54:41","2024-03-18 09:58:10"
7150418,"2024-03-18 10:13:59","2024-03-18 10:14:47"
9010418,"2024-03-18 10:17:32","2024-03-18 10:31:01"
13710418,"2024-03-18 10:27:25","2024-03-18 10:32:18"
15060418,"2024-03-18 10:30:25","2024-03-18 11:24:19"
2500518,"2024-03-18 11:04:55","2024-03-18 14:13:26"
17330518,"2024-03-18 11:42:15","2024-03-18 12:22:56"
5570618,"2024-03-18 12:16:06","2024-03-18 12:21:11"
12520618,"2024-03-18 12:36:19","2024-03-18 12:40:59"
15690618,"2024-03-18 12:43:45","2024-03-18 12:45:33"
1340718,"2024-03-18 13:04:45","2024-03-18 13:10:25"
3300718,"2024-03-18 13:10:22","2024-03-18 23:25:40"
4330718,"2024-03-18 13:13:36","2024-03-18 20:20:56"
5730718,"2024-03-18 13:17:00","2024-03-18 13:54:52"
6880718,"2024-03-18 13:19:43","2024-03-18 13:21:02"
16910718,"2024-03-18 13:41:43","2024-03-18 13:45:15"
26320818,"2024-03-18 14:41:04","2024-03-18 19:18:52"
35010818,"2024-03-18 14:59:03","2024-03-18 15:00:10"
6500918,"2024-03-18 15:16:12","2024-03-18 15:18:12"
11640918,"2024-03-18 15:26:57","2024-03-18 15:55:06"
4581018,"2024-03-18 16:10:36","2024-03-18 16:14:50"
7431018,"2024-03-18 16:17:57","2024-03-18 16:44:40"
19431118,"2024-03-18 17:49:47","2024-03-18 17:51:03"
2291218,"2024-03-18 18:08:02","2024-03-18 18:10:43"
7101218,"2024-03-18 18:30:59","2024-03-18 21:44:34"
27051318,"2024-03-18 19:55:38","2024-03-18 20:03:05"
29991318,"2024-03-18 19:59:34","2024-03-18 20:26:42"
20971418,"2024-03-18 20:46:27","2024-03-18 20:49:31"
5191518,"2024-03-18 21:10:16","2024-03-18 21:21:27"
23171518,"2024-03-18 21:35:46","2024-03-18 21:38:29"
27751518,"2024-03-18 21:43:12","2024-03-18 21:44:26"
9751618,"2024-03-18 22:13:55","2024-03-18 22:16:26"
12481618,"2024-03-18 22:17:21","2024-03-18 22:18:22"
39051618,"2024-03-18 22:48:50","2024-03-18 22:52:37"
3111718,"2024-03-18 23:04:35","2024-03-18 23:14:02"
10301718,"2024-03-18 23:15:42","2024-03-18 23:19:27"
23211718,"2024-03-18 23:33:53","2024-03-18 23:39:45"
35261718,"2024-03-18 23:42:44","2024-03-18 23:45:11"
6331818,"2024-03-19 00:08:34","2024-03-19 00:09:50"
13961818,"2024-03-19 00:18:53","2024-03-19 00:21:15"
20471818,"2024-03-19 00:28:37","2024-03-19 00:54:09"
21591818,"2024-03-19 00:29:23","2024-03-19 00:38:11"
31851818,"2024-03-19 00:42:22","2024-03-19 21:05:24"
12951918,"2024-03-19 01:20:47","2024-03-19 01:25:34"
20191918,"2024-03-19 01:34:42","2024-03-19 01:36:37"
2362018,"2024-03-19 02:05:31","2024-03-19 02:11:21"
3702018,"2024-03-19 02:09:42","2024-03-19 02:12:42"
10022018,"2024-03-19 02:24:06","2024-03-19 02:30:54"
6142118,"2024-03-19 03:20:36","2024-03-19 03:32:39"
11032218,"2024-03-19 04:35:52","2024-03-19 04:38:59"
12812218,"2024-03-19 04:39:57","2024-03-19 04:41:56"
15752218,"2024-03-19 04:48:02","2024-03-19 04:49:26"
682318,"2024-03-19 05:02:26","2024-03-19 05:06:30"
4462318,"2024-03-19 05:14:20","2024-03-19 05:30:18"
4372318,"2024-03-19 05:14:33","2024-03-19 05:18:33"
6522318,"2024-03-19 05:20:51","2024-03-19 05:26:17"
8290019,"2024-03-19 06:33:16","2024-03-19 09:46:13"
11600019,"2024-03-19 06:51:00","2024-03-19 06:51:47"
3750119,"2024-03-19 07:13:26","2024-03-19 07:21:27"
14880119,"2024-03-19 07:57:17","2024-03-19 13:41:51"
670219,"2024-03-19 08:02:31","2024-03-19 08:05:07"
6430219,"2024-03-19 08:20:45","2024-03-19 08:21:23"
8410219,"2024-03-19 08:25:33","2024-03-19 08:27:21"
12130219,"2024-03-19 08:36:40","2024-03-19 08:44:10"
18310219,"2024-03-19 08:53:24","2024-03-19 10:06:20"
5100319,"2024-03-19 09:14:10","2024-03-19 09:43:27"
9090319,"2024-03-19 09:28:39","2024-03-19 09:35:01"
14090319,"2024-03-19 09:37:18","2024-03-19 09:38:21"
14180319,"2024-03-19 09:39:35","2024-03-19 09:42:34"
8960419,"2024-03-19 10:19:02","2024-03-19 10:23:00"
10960419,"2024-03-19 10:22:57","2024-03-19 10:24:58"
12680419,"2024-03-19 10:25:35","2024-03-19 10:27:44"
15360419,"2024-03-19 10:30:55","2024-03-19 10:32:02"
23700419,"2024-03-19 10:48:06","2024-03-19 10:49:28"
25550419,"2024-03-19 10:51:49","2024-03-19 10:52:56"
1120519,"2024-03-19 11:02:43","2024-03-19 11:03:49"
9210519,"2024-03-19 11:15:32","2024-03-19 11:27:19"
10010519,"2024-03-19 11:17:10","2024-03-19 11:20:44"
24130519,"2024-03-19 11:59:59","2024-03-19 12:12:12"
21780619,"2024-03-19 12:56:40","2024-03-19 13:01:49"
22290619,"2024-03-19 12:59:46","2024-03-19 13:37:15"
2240719,"2024-03-19 13:05:54","2024-03-19 13:44:05"
13410719,"2024-03-19 13:34:12","2024-03-19 13:43:49"
14780719,"2024-03-19 13:38:14","2024-03-19 19:40:08"
18330719,"2024-03-19 13:46:12","2024-03-19 13:48:41"
18620719,"2024-03-19 13:46:58","2024-03-19 14:05:55"
18730719,"2024-03-19 13:47:34","2024-03-19 13:49:10"
8130819,"2024-03-19 14:17:53","2024-03-19 14:18:28"
10260819,"2024-03-19 14:23:09","2024-03-19 14:24:44"
16400819,"2024-03-19 14:34:44","2024-03-19 14:36:33"
18850819,"2024-03-19 14:40:36","2024-03-19 14:43:06"
21620819,"2024-03-19 14:46:19","2024-03-19 14:47:55"
400919,"2024-03-19 15:02:12","2024-03-19 15:09:49"
1540919,"2024-03-19 15:05:12","2024-03-19 15:09:04"
5420919,"2024-03-19 15:14:02","2024-03-19 15:21:50"
12320919,"2024-03-19 15:30:36","2024-03-19 16:19:08"
19760919,"2024-03-19 15:47:05","2024-03-19 15:52:00"
151019,"2024-03-19 16:00:43","2024-03-19 18:01:24"
1001019,"2024-03-19 16:02:48","2024-03-19 16:09:02"
3161019,"2024-03-19 16:07:43","2024-03-19 16:42:44"
5261019,"2024-03-19 16:13:27","2024-03-19 16:45:42"
9461019,"2024-03-19 16:23:19","2024-03-19 16:24:48"
11051019,"2024-03-19 16:27:15","2024-03-19 16:29:33"
13001019,"2024-03-19 16:31:35","2024-03-19 16:35:44"
22761019,"2024-03-19 16:56:40","2024-03-19 16:58:52"
23451019,"2024-03-19 16:58:03","2024-03-19 17:44:08"
22181119,"2024-03-19 17:53:31","2024-03-19 17:55:27"
2941219,"2024-03-19 18:09:18","2024-03-19 18:11:09"
981319,"2024-03-19 19:02:49","2024-03-19 19:05:29"
9761319,"2024-03-19 19:19:08","2024-03-19 19:21:14"
11301319,"2024-03-19 19:21:52","2024-03-19 19:31:27"
9541319,"2024-03-21 19:36:21","2024-03-21 19:37:19"
28651321,"2024-03-21 19:36:21","2024-03-21 19:37:19"
25171319,"2024-03-19 19:44:34","2024-03-19 19:52:08"
271419,"2024-03-19 20:00:51","2024-03-19 20:03:54"
7591419,"2024-03-19 20:15:35","2024-03-19 20:16:11"
12311419,"2024-03-19 20:22:46","2024-03-19 21:40:19"
13871419,"2024-03-19 20:24:05","2024-03-19 20:37:40"
24611419,"2024-03-19 20:39:55","2024-03-19 20:41:04"
2471519,"2024-03-19 20:39:55","2024-03-19 20:41:04"
2521519,"2024-03-19 20:39:55","2024-03-19 20:41:04"
35571419,"2024-03-19 20:57:14","2024-03-19 21:00:02"
2831519,"2024-03-19 21:05:57","2024-03-19 21:57:24"
7971519,"2024-03-19 21:13:45","2024-03-19 21:15:27"
24721519,"2024-03-19 21:36:56","2024-03-19 21:49:29"
39301519,"2024-03-19 21:57:29","2024-03-19 22:17:18"
4851619,"2024-03-19 22:07:50","2024-03-19 22:14:38"
12901619,"2024-03-19 22:17:45","2024-03-19 22:34:59"
18171619,"2024-03-19 22:23:14","2024-03-19 22:24:21"
32811619,"2024-03-19 22:40:27","2024-03-19 22:42:47"
34111619,"2024-03-19 22:41:58","2024-03-19 22:44:15"
37931619,"2024-03-19 22:45:39","2024-03-19 22:50:50"
16111719,"2024-03-19 23:18:36","2024-03-19 23:21:04"
18851719,"2024-03-19 23:21:08","2024-03-19 23:33:25"
29211719,"2024-03-19 23:30:55","2024-03-19 23:33:54"
43101719,"2024-03-19 23:43:20","2024-03-19 23:45:32"
11821819,"2024-03-20 00:13:18","2024-03-20 00:20:38"
24421819,"2024-03-20 00:28:06","2024-03-20 00:29:30"
26921819,"2024-03-20 00:32:24","2024-03-20 13:57:21"
23271819,"2024-03-20 00:41:06","2024-03-20 01:13:35"
4201919,"2024-03-20 01:07:25","2024-03-20 01:10:08"
19901919,"2024-03-20 01:34:48","2024-03-20 01:36:30"
24871919,"2024-03-21 01:45:12","2024-03-21 19:59:56"
41511920,"2024-03-21 01:45:12","2024-03-21 19:59:56"
39141830,"2024-03-31 00:32:53","2024-03-31 00:34:37"
18982019,"2024-03-20 02:49:49","2024-03-20 02:51:23"
8722219,"2024-03-20 04:29:43","2024-03-20 12:46:40"
10832219,"2024-03-20 04:33:48","2024-03-20 04:54:13"
10922219,"2024-03-20 04:34:44","2024-03-20 04:36:23"
12492219,"2024-03-20 04:37:19","2024-03-20 04:40:03"
21282219,"2024-03-20 04:52:45","2024-03-20 04:53:46"
12122319,"2024-03-20 05:22:11","2024-03-20 15:04:52"
1910120,"2024-03-20 07:08:46","2024-03-20 07:15:09"
2560120,"2024-03-20 07:13:17","2024-03-20 07:14:42"
7140120,"2024-03-20 07:31:15","2024-03-20 07:33:19"
7690120,"2024-03-20 07:33:45","2024-03-20 08:10:02"
7590120,"2024-03-20 07:35:59","2024-03-20 07:38:39"
10990120,"2024-03-20 07:45:26","2024-03-20 07:53:05"
13210120,"2024-03-20 07:51:42","2024-03-20 16:18:25"
14570120,"2024-03-20 07:56:08","2024-03-20 07:59:53"
15400120,"2024-03-20 07:58:51","2024-03-20 08:00:28"
9940220,"2024-03-20 08:31:31","2024-03-20 08:36:33"
14130220,"2024-03-20 08:40:19","2024-03-20 08:58:36"
21530220,"2024-03-20 08:58:12","2024-03-20 09:11:01"
15340320,"2024-03-20 09:34:03","2024-03-20 09:46:54"
16840320,"2024-03-20 09:38:00","2024-03-20 17:48:14"
25320320,"2024-03-20 09:51:34","2024-03-20 09:52:45"
27130320,"2024-03-20 09:54:10","2024-03-20 09:57:58"
1160420,"2024-03-20 10:02:00","2024-03-20 10:08:48"
4060420,"2024-03-20 10:06:29","2024-03-20 10:08:36"
4430420,"2024-03-20 10:07:21","2024-03-20 10:23:01"
5400420,"2024-03-20 10:08:36","2024-03-20 10:28:40"
9490420,"2024-03-20 10:15:26","2024-03-20 10:22:20"
11750420,"2024-03-20 10:19:36","2024-03-20 10:22:41"
14220420,"2024-03-20 10:23:36","2024-03-20 10:24:34"
14630420,"2024-03-20 10:24:46","2024-03-20 10:25:40"
17920420,"2024-03-20 10:29:09","2024-03-20 12:10:49"
39470420,"2024-03-20 10:59:33","2024-03-20 11:12:54"
3240620,"2024-03-20 12:06:05","2024-03-20 12:22:39"
4190620,"2024-03-20 12:08:11","2024-03-20 12:10:41"
6710620,"2024-03-20 12:12:10","2024-03-20 15:05:59"
7200620,"2024-03-20 12:13:25","2024-03-20 12:17:11"
8340620,"2024-03-20 12:15:30","2024-03-20 12:19:32"
10450620,"2024-03-20 12:19:15","2024-03-20 13:11:35"
22290620,"2024-03-20 12:38:58","2024-03-20 12:45:45"
24900620,"2024-03-20 12:42:05","2024-03-20 12:43:51"
29730620,"2024-03-20 12:48:01","2024-03-20 12:48:59"
39240620,"2024-03-20 12:59:06","2024-03-20 13:05:41"
280720,"2024-03-20 13:00:52","2024-03-20 13:02:25"
4000720,"2024-03-20 13:05:50","2024-03-20 13:08:15"
5670720,"2024-03-20 13:08:04","2024-03-20 13:10:44"
12360720,"2024-03-20 13:17:28","2024-03-20 13:20:49"
14840720,"2024-03-20 13:21:01","2024-03-20 13:27:52"
17470720,"2024-03-20 13:24:49","2024-03-20 13:27:07"
22260720,"2024-03-20 13:31:05","2024-03-20 13:33:51"
28910720,"2024-03-20 13:39:52","2024-03-20 13:43:58"
29420720,"2024-03-20 13:41:14","2024-03-20 13:48:55"
33940720,"2024-03-20 13:47:10","2024-03-20 15:18:02"
35040720,"2024-03-20 13:47:48","2024-03-20 13:48:46"
39200720,"2024-03-20 13:54:48","2024-03-20 13:56:26"
41160720,"2024-03-20 14:00:47","2024-03-20 14:23:42"
1330820,"2024-03-20 14:02:57","2024-03-20 14:05:46"
3480820,"2024-03-20 14:07:00","2024-03-20 14:19:11"
3710820,"2024-03-20 14:09:08","2024-03-20 14:27:21"
21530820,"2024-03-20 14:32:44","2024-03-20 14:33:48"
8160820,"2024-03-20 14:37:26","2024-03-20 14:50:37"
27790820,"2024-03-20 14:40:40","2024-03-20 14:44:05"
29050820,"2024-03-20 14:41:59","2024-03-20 14:44:00"
33150820,"2024-03-20 14:47:20","2024-03-20 14:49:12"
38300820,"2024-03-20 14:54:07","2024-03-20 14:55:59"
7670920,"2024-03-20 15:13:02","2024-03-20 15:19:01"
1790920,"2024-03-20 15:17:32","2024-03-20 15:36:21"
20140920,"2024-03-20 15:30:19","2024-03-20 15:31:08"
24460920,"2024-03-20 15:36:28","2024-03-20 15:45:58"
28260920,"2024-03-20 15:43:19","2024-03-20 15:46:44"
30430920,"2024-03-20 15:46:37","2024-03-20 15:48:22"
31190920,"2024-03-20 15:47:26","2024-03-20 16:24:07"
32320920,"2024-03-20 15:49:42","2024-03-20 15:53:07"
32650920,"2024-03-20 15:50:03","2024-03-20 15:53:30"
451120,"2024-03-20 17:01:16","2024-03-20 17:14:00"
301120,"2024-03-20 17:01:23","2024-03-20 17:04:31"
7201120,"2024-03-20 17:10:53","2024-03-20 19:22:08"
34951120,"2024-03-20 17:39:53","2024-03-20 17:41:19"
33711120,"2024-03-20 17:50:42","2024-03-20 17:51:43"
49811120,"2024-03-20 17:53:49","2024-03-20 17:56:06"
51851120,"2024-03-20 17:56:32","2024-03-20 17:57:42"
6381220,"2024-03-20 18:12:34","2024-03-20 18:51:14"
16771220,"2024-03-20 18:32:43","2024-03-20 18:38:49"
